"Artigo:","Autor:","Página:","Edição:","Categorias:","Componentes:","Notas:","Data:"
"Rádio Controle",,53,80,,,,"Abril/1979"
"Curso de eletrônica,lição 33",,65,80,,,,"Abril/1979"
"Contagiros Para Seu Carro",,2,81,,,,"Maio/1979"
"Pesquisador/Injetor de Sinais",,16,81,,,,"Maio/1979"
"Mini-Receptor PX",,26,81,,,,"Maio/1979"
"TTL Não Lineares,Características dos Principais Tipos (conclusão)",,36,81,,,,"Maio/1979"
"BI-FET o Substituto de 741",,45,81,,,,"Maio/1979"
"Rádio Controle",,54,81,,,,"Maio/1979"
"Pré-Equalizador Com Circuito Integrado",,61,81,,,,"Maio/1979"
"Curso de eletrônica,lição 34",,65,81,,,,"Maio/1979"
"Audio Equalizador",,2,82,,,,"Junho/1979"
"Como Usar Decibéis de Maneira Fácil",,15,82,,,,"Junho/1979"
"Usos Para o Pesquisaqdor/Injetor de Sinais",,18,82,,,,"Junho/1979"
"Rádios de Simples Construção",,32,82,,,,"Junho/1979"
"Rádio de 2 Transistores",,32,82,,,,"Junho/1979"
"Rádio na Caixa de Fósforos",,32,82,,,,"Junho/1979"
"Cosmac-Vip - O Computador Doméstico",,46,82,,,,"Junho/1979"
"Toca-Discos Sem Fio",,53,82,,,,"Junho/1979"
"Curso de eletrônica - lição 35",,65,82,,,,"Junho/1979"
"Super Sequencial de 10 Canais",,2,83,,,,"Julho/1979"
"Os Capacitores e Suas Marcações",,20,83,,,,"Julho/1979"
"Iluminação Ambi-Rítmica",,29,83,,,,"Julho/1979"
"Mixer Integrado Para Microfones",,38,83,,,,"Julho/1979"
"Usos Para o 555",,44,83,,,,"Julho/1979"
"Circuitos de Alarmes c/o 741",,50,83,,,,"Julho/1979"
"Rádio Controle",,56,83,,,,"Julho/1979"
"Interruptor Sônico",,65,83,,,,"Julho/1979"
"Curso de eletrônica - Avaliação II",,74,83,,,,"Julho/1979"
"SCORPION: Super micro transmissor FM",,2,84,,,,"Ago/Set/1979"
"MUSI-SOM: Mini órgão de duas oitavas",,16,84,,,,"Ago/Set/1979"
"Instrumentos musicais eletrônicos",,31,84,,,,"Ago/Set/1979"
"Multiplicador de potência",,42,84,,,,"Ago/Set/1979"
"Os alto-falantes e sua ligação",,52,84,,,,"Ago/Set/1979"
"Curso de eletrônica - lição 36",,65,84,,,,"Ago/Set/1979"
"Intercomunicador",,2,85,,,,"Outubro/1979"
"Novas aplicações para o SCORPION",,12,85,,,,"Outubro/1979"
"Controle Eletrônico para temperatura do Aquário",,19,85,,,,"Outubro/1979"
"Rádio Controle",,28,85,,,,"Outubro/1979"
"Instrumentos musicais eletrônicos",,38,85,,,,"Outubro/1979"
"Caixa de Resistências",,45,85,,,,"Outubro/1979"
"Conheça os Amplificadores de Potência",,53,85,,,,"Outubro/1979"
"Curso de eletrônica - lição 37",,65,85,,,,"Outubro/1979"
"ZODIAK - Transmissor/Receptor",,2,86,,,,"Novembro/1979"
"Oscilador de Relaxação",,13,86,,,,"Novembro/1979"
"Conheça os Amplificadores de Potência - parte II",,18,86,,,,"Novembro/1979"
"Instrumentos Musicais Eletrônicos",,33,86,,,,"Novembro/1979"
"Sinalizador de FM",,41,86,,,,"Novembro/1979"
"Rádio Controle",,53,86,,,,"Novembro/1979"
"Temporizador Programável",,65,86,,,,"Novembro/1979"
"Curso de eletrônica - Respostas e Comentários - Avaliação II",,72,86,,,,"Novembro/1979"
"Ritmobox II",,2,87,,,,"Dezembro/1979"
"Conheça os Amplificadores de Potência - Parte Final",,25,87,,,,"Dezembro/1979"
"Instrumentos Musicais Eletrônicos",,35,87,,,,"Dezembro/1979"
"Rádio Sensível de 3 Transistores",,43,87,,,,"Dezembro/1979"
"SCR - Teoria e Prática",,52,87,,,,"Dezembro/1979"
"Amplificadores Operacionais",,65,87,,,,"Dezembro/1979"
"Seta Sequencial para o Carro",,68,87,,,,"Dezembro/1979"
"Curso de eletronica - Lista de Nomes",,78,87,,,,"Dezembro/1979"
"Equalizador Gráfico",,2,88,,,,"Janeiro/1980"
"Idéia Prática",,18,88,,,,"Janeiro/1980"
"Alarme contra Roubo com SCR",,20,88,,,,"Janeiro/1980"
"Montagens Simples com Dois Transistores",,27,88,,,,"Janeiro/1980"
"Sirene ou Oscilador de Dois Transistores",,27,88,,,,"Janeiro/1980"
"Pisca-Pisca Eletrônico",,27,88,,,,"Janeiro/1980"
"O Reed Switch ( parte 1)",,38,88,,,,"Janeiro/1980"
"Rádio Controle",,50,88,,,,"Janeiro/1980"
"Seção do leitor",,60,88,,,,"Janeiro/1980"
"Curso de Eletrônica - lição 38",,65,88,,,,"Janeiro/1980"
"Micro Super Ouvido",,2,89,,,,"Fevereiro/1980"
"Antena de Quadro e Radiogoniometria",,11,89,,,,"Fevereiro/1980"
"Conheça os Pré-Amplificadores,Mixers e Efeitos Sonoros (Primeira Parte)",,15,89,,,,"Fevereiro/1980"
"Luz Noturna Automática",,23,89,,,,"Fevereiro/1980"
"Rádio Controle",,32,89,,,,"Fevereiro/1980"
"Instrumentos Musicais Eletrônicos",,40,89,,,,"Fevereiro/1980"
"O Reed Switch (Parte Final)",,46,89,,,,"Fevereiro/1980"
"Identificando os Transformadores Miniaturas de AF",,54,89,,,,"Fevereiro/1980"
"Seção do Leitor",,60,89,,,,"Fevereiro/1980"
"Curso de eletrônica - lição 39",,65,89,,,,"Fevereiro/1980"
"Solo-Vox",,2,90,,,,"Março/1980"
"Rádio Alarme",,16,90,,,,"Março/1980"
"Mini Receptor de FM",,22,90,,,,"Março/1980"
"Conheça os Pré-Amplificadores,Mixers e Efeitos Sonoros (Parte Final)",,33,90,,,,"Março/1980"
"Simples Interruptor de Toque",,46,90,,,,"Março/1980"
"Seção do Leitor",,52,90,,,,"Março/1980"
"Indicador Gradual de Temperatura",,55,90,,,,"Março/1980"
"Rádio Controle",,66,90,,,,"Março/1980"
"Curso de eletrônica - Lista de Nomes",,74,90,,,,"Março/1980"
"Stéreo Junior",,2,91,,,,"Abril/1980"
"Segredo Digital",,16,91,,,,"Abril/1980"
"Mini Provador de Componentes",,26,91,,,,"Abril/1980"
"Indicador de Direção para Bicicleta",,41,91,,,,"Abril/1980"
"Antena Interna para FM",,45,91,,,,"Abril/1980"
"Seção do Leitor",,54,91,,,,"Abril/1980"
"Fusíveis de Baixa Tensão",,57,91,,,,"Abril/1980"
"Curso de eletrônica - Lição 40",,65,91,,,,"Abril/1980"
"Medidor de Potência de Áudio",,2,92,,,,"Maio/1980"
"Amplificadores Operacionais",,13,92,,,,"Maio/1980"
"Instrumentos Musicais Eletrônicos",,20,92,,,,"Maio/1980"
"Indicador de Níveis Lógicos",,30,92,,,,"Maio/1980"
"Resistência,Reatância e Fator Q,em poucas linhas",,33,92,,,,"Maio/1980"
"Micro Sirene Eletrônica de Alta Potência",,39,92,,,,"Maio/1980"
"Controle Sônico Temporizado",,45,92,,,,"Maio/1980"
"A Proteção Elétrica da Rede Telefônica ( parte 1)",,55,92,,,,"Maio/1980"
"Rádio Controle",,59,92,,,,"Maio/1980"
"Seção do leitor",,65,92,,,,"Maio/1980"
"Medidor de Umidade",,68,92,,,,"Maio/1980"
"Curso de eletrônica - Lista de Nomes",,73,92,,,,"Maio/1980"
"Percu-Som - A Bateria Eletrônica",,2,93,,,,"Junho/1980"
"Aplicação de Circuitos Integrados COS/MOS",,18,93,,,,"Junho/1980"
"Transistores para Principiantes",,23,93,,,,"Junho/1980"
"A Proteção Elétrica da Rede Telefônica (conclusão)",,32,93,,,,"Junho/1980"
"Eletroscópio Eletrônico",,37,93,,,,"Junho/1980"
"Rádio Controle",,45,93,,,,"Junho/1980"
"Filtro contra Interferências Via Rede",,51,93,,,,"Junho/1980"
"Seção do leitor",,55,93,,,,"Junho/1980"
"Mini Temporizador",,59,93,,,,"Junho/1980"
"Curso de eletrônica - lição 41",,65,93,,,,"Junho/1980"
"Cria-Som",,2,94,,,,"Julho/1980"
"Estaçãozinha de Rádio AM para Você Brincar",,18,94,,,,"Julho/1980"
"Instrumentos Musicais Eletrônicos",,30,94,,,,"Julho/1980"
"Alerta Sonoro de 2 Tons",,37,94,,,,"Julho/1980"
"Rádio Controle",,46,94,,,,"Julho/1980"
"Seção do leitor",,53,94,,,,"Julho/1980"
"Aplicação de Circuitos Integrados COS/MOS",,56,94,,,,"Julho/1980"
"Curso de eletrônica - lição 46",,65,94,,,,"Julho/1980"
"Super 4",,2,95,,,,"Agosto/1980"
"Década Resistiva",,14,95,,,,"Agosto/1980"
"Oscilofone Eletrônico",,21,95,,,,"Agosto/1980"
"Chave de Toque Mágica",,32,95,,,,"Agosto/1980"
"Rádio Controle",,43,95,,,,"Agosto/1980"
"Seção do leitor",,51,95,,,,"Agosto/1980"
"Teste e Identificação de Transistores",,55,95,,,,"Agosto/1980"
"Separador de Sinais para AM-FM-PX",,61,95,,,,"Agosto/1980"
"Curso de eletrônica - lição 43",,65,95,,,,"Agosto/1980"
"PX-11 - Mini Receptor",,2,96,,,,"Setembro/1980"
"Amplificador Estéreo 10 + 10 W",,13,96,,,,"Setembro/1980"
"PX - Conhecendo o 'Problema' Antena",,23,96,,,,"Setembro/1980"
"Vida Nova para suas Pilhas",,33,96,,,,"Setembro/1980"
"Veja como é fácil Converter Unidades Elétricas",,40,96,,,,"Setembro/1980"
"Circuitos e Famílias Lógicas (parte 1)",,45,96,,,,"Setembro/1980"
"Seção do leitor",,54,96,,,,"Setembro/1980"
"Rádio Controle",,57,96,,,,"Setembro/1980"
"Curso de eletrônica - lição 44",,65,96,,,,"Setembro/1980"
"TV-JOGO Fórmula 1",,2,97,,,,"Outubro/1980"
"Circuitos e Famílias Lógicas (parte 2)",,16,97,,,,"Outubro/1980"
"Central de Solda",,27,97,,,,"Outubro/1980"
"Sirene Eletrônica Diferente (ou Entendendo o 555)",,33,97,,,,"Outubro/1980"
"Digicampo - Medidor Digital de Intensidade de Campo",,46,97,,,,"Outubro/1980"
"Estimulador Eletrônico de Crescimento para Plantas",,53,97,,,,"Outubro/1980"
"Seção do leitor",,65,97,,,,"Outubro/1980"
"Curso de eletrônica - lição 45",,69,97,,,,"Outubro/1980"
"PARTIMER",,2,98,,,,"Novembro/1980"
"Magnetizador/Desmagnetizador de Ferramentas",,14,98,,,,"Novembro/1980"
"PX - Antena Quadra-Cúbica de Baixo Custo",,23,98,,,,"Novembro/1980"
"Sequencial para Árvore de Natal",,29,98,,,,"Novembro/1980"
"Um Alarme de Muitos Usos",,40,98,,,,"Novembro/1980"
"Circuito e Famílias Lógicas (parte final)",,48,98,,,,"Novembro/1980"
"Rádio Controle",,56,98,,,,"Novembro/1980"
"Seção do leitor",,65,98,,,,"Novembro/1980"
"Duas Velocidades para Motores Elétricos",,68,98,,,,"Novembro/1980"
"Curso de eletrônica - lição 46",,70,98,,,,"Novembro/1980"
"PX - Conversor para Escuta da Faixa do Cidadão",,2,99,,,,"Dezembro/1980"
"Multímetro Sonoro",,15,99,,,,"Dezembro/1980"
"Áudio - Conheça e Construa Divisores de Frequências (parte 1)",,23,99,,,,"Dezembro/1980"
"Relê Eletrônico Multi - Acionável",,32,99,,,,"Dezembro/1980"
"Pisca-Pisca Misterioso",,42,99,,,,"Dezembro/1980"
"Aplicação de Circuitos Integador CMOS",,51,99,,,,"Dezembro/1980"
"Seção do leitor",,60,99,,,,"Dezembro/1980"
"Rádio Controle",,65,99,,,,"Dezembro/1980"
"Curso de eletrônica - lição 47",,71,99,,,,"Dezembro/1980"
"Detector de Metais",,2,100,,,,"Janeiro/1981"
"TVI - Conheça e Elimine",,13,100,,,,"Janeiro/1981"
"Alto-Falante Externo com Filtro de Recepção",,22,100,,,,"Janeiro/1981"
"SCRs - Aplicações",,30,100,,,,"Janeiro/1981"
"Áudio: Conheça e Construa Divisores de Frequências (parte final)",,34,100,,,,"Janeiro/1981"
"Alerta de Estacionamento",,46,100,,,,"Janeiro/1981"
"Seção do leitor",,53,100,,,,"Janeiro/1981"
"Iluminação de Emergência",,56,100,,,,"Janeiro/1981"
"Rádio Controle",,65,100,,,,"Janeiro/1981"
"Curso de eletrônica - lição 48",,72,100,,,,"Janeiro/1981"
"Ritmo-Lux",,2,101,,,,"Fevereiro/1981"
"Como Fazer Placas de Circuito Impresso",,16,101,,,,"Fevereiro/1981"
"PX - Rádios Homologados/Registrados",,28,101,,,,"Fevereiro/1981"
"Conhecendo o Integrado 555 (Tanto na teoria como na prática) primeira parte",,34,101,,,,"Fevereiro/1981"
"Foto Controle Temporizado",,47,101,,,,"Fevereiro/1981"
"Pré-Amplificador Integrado",,57,101,,,,"Fevereiro/1981"
"Seção do leitor",,65,101,,,,"Fevereiro/1981"
"Curso de eletrônica - lição 49",,70,101,,,,"Fevereiro/1981"
"Medidor Digital de Combustível",,2,102,,,,"Março/1981"
"Loto Eletrônico",,14,102,,,,"Março/1981"
"PX - Conheça Cofasamento de Antenas",,23,102,,,,"Março/1981"
"Micro Amplificador de Prova",,32,102,,,,"Março/1981"
"Simples Alarme de Vibrações",,42,102,,,,"Março/1981"
"Conhecendo o Integrado 555 (tanto na Teoria como na prática) conclusão",,50,102,,,,"Março/1981"
"Seção do leitor",,60,102,,,,"Março/1981"
"Rádio Controle",,65,102,,,,"Março/1981"
"Curso de eletrônica - lição 50",,71,102,,,,"Março/1981"
"Power Car 50",,2,103,,,,"Abril/1981"
"PX - Acoplador de Antenas(ou Conhecendo Ondas Estacionárias)",,15,103,,,,"Abril/1981"
"Um Transmissor Diferente",,24,103,,,,"Abril/1981"
"Três em Um para a Bancada",,29,103,,,,"Abril/1981"
"Alfa: o Ritmo do Momento (ou Biofeedback)",,40,103,,,,"Abril/1981"
"Computador Digital DG-1",,50,103,,,,"Abril/1981"
"Rádio Controle",,55,103,,,,"Abril/1981"
"Seção do leitor",,60,103,,,,"Abril/1981"
"Antena Direcional para FM",,65,103,,,,"Abril/1981"
"Curso de eletrônica - lição 51",,72,103,,,,"Abril/1981"
"Alerta - Alarme de Aproximação",,2,104,,,,"Maio/1981"
"Identificação Dinâmica de Circuitos Integrados TTL (como Usar a Tabela)",,14,104,,,,"Maio/1981"
"Aplicação de Circuitos Integrados CMOS",,18,104,,,,"Maio/1981"
"Como Projetar e Construir Caixas Acústicas (parte 1)",,26,104,,,,"Maio/1981"
"A Eletrônica Digita... para Principiantes (parte 1)",,37,104,,,,"Maio/1981"
"Seção do leitor",,46,104,,,,"Maio/1981"
"Mais Som para o seu SOM",,51,104,,,,"Maio/1981"
"Mini Boliche Eletrônico",,65,104,,,,"Maio/1981"
"Curso de eletrônica - Avaliação III",,75,104,,,,"Maio/1981"
"Sequencial - 4 Canais",,2,105,,,,"Junho/1981"
"Palavras Cruzadas",,12,105,,,,"Junho/1981"
"Medidor de Amor",,15,105,,,,"Junho/1981"
"PX - Conversão ROE x Watts",,26,105,,,,"Junho/1981"
"4 Montagens Simples com Circuitos Integrados TTL",,31,105,,,,"Junho/1981"
"A Eletrônica Digital... para Principiantes (parte 2)",,39,105,,,,"Junho/1981"
"Como Projetar e Construir Caixas Acústicas (conclusão)",,53,105,,,,"Junho/1981"
"Rádio Controle",,65,105,,,,"Junho/1981"
"Seção do leitor",,69,105,,,,"Junho/1981"
"Curso de eletrônica - lição 52",,73,105,,,,"Junho/1981"
"AUTO-LIGHT - O Dimmer Automático",,2,106,,,,"Julho/1981"
"Raios x Antenas - Como Proteger-se",,16,106,,,,"Julho/1981"
"Inversor para Lâmpadas Fluorescentes",,30,106,,,,"Julho/1981"
"Palavras Cruzadas",,35,106,,,,"Julho/1981"
"A Eletrônica Digital... para Principiantes (conclusão)",,39,106,,,,"Julho/1981"
"Medidor de Capacitores",,50,106,,,,"Julho/1981"
"Aplicação de Circuitos Integrados CMOS",,57,106,,,,"Julho/1981"
"Seção do leitor",,65,106,,,,"Julho/1981"
"Rádio Controle",,68,106,,,,"Julho/1981"
"Curso de eletrônica - lição 53",,73,106,,,,"Julho/1981"
"Roleta Eletrônica Sonorizada",,2,107,,,,"Agosto/1981"
"Anti-Furto Simples,mas Eficiente",,12,107,,,,"Agosto/1981"
"Um Multímetro para Você Montar",,22,107,,,,"Agosto/1981"
"Palavras Cruzadas",,28,107,,,,"Agosto/1981"
"Fotocontrole Remoto",,32,107,,,,"Agosto/1981"
"Identificação Dinâmica de Circuitos Integrados CMOS (como usar a tabela)",,38,107,,,,"Agosto/1981"
"Dois Radinhos para o Principiante",,40,107,,,,"Agosto/1981"
"Eletrônica Industrial - Medidos de Isolamento",,50,107,,,,"Agosto/1981"
"Outras Aplicações para o Medidor Digital de Combustível",,58,107,,,,"Agosto/1981"
"Rádio Controle",,65,107,,,,"Agosto/1981"
"Seção do leitor",,71,107,,,,"Agosto/1981"
"Curso de eletrônica - respostas e comentários da Avaliação III",,76,107,,,,"Agosto/1981"
"Volt-ohmimetro Econômico",,2,108,,,,"Setembro/1981"
"Palavras Cruzadas",,9,108,,,,"Setembro/1981"
"Monitor Visual para Cargas Remotas",,12,108,,,,"Setembro/1981"
"Multiplisom - Mais um Gerador de Efeitos Sonoros",,20,108,,,,"Setembro/1981"
"Medidor de Transparência",,29,108,,,,"Setembro/1981"
"Telecomunicações - Conheça a 'Linha Partilhada",,36,108,,,,"Setembro/1981"
"Laser - O Fantástico Raio da Morte",,42,108,,,,"Setembro/1981"
"Interruptor Acionável por Toque",,54,108,,,,"Setembro/1981"
"Seção do leitor",,65,108,,,,"Setembro/1981"
"Rádio Controle",,69,108,,,,"Setembro/1981"
"Curso de eletrônica - lição 54",,74,108,,,,"Setembro/1981"
"Rádio AM de 8 Transistores",,2,109,,,,"Outubro/1981"
"Cofrinho Eletrônico",,14,109,,,,"Outubro/1981"
"Introdução ao Microprocessador",,21,109,,,,"Outubro/1981"
"Eletro-Wattímetro Experimental",,33,109,,,,"Outubro/1981"
"Aplicações Típicas do Amplificador Operacional ( parte 1)",,36,109,,,,"Outubro/1981"
"Provador de Diodos Zener",,48,109,,,,"Outubro/1981"
"Gerador de Barras para TV",,56,109,,,,"Outubro/1981"
"Rádio Controle",,65,109,,,,"Outubro/1981"
"Seção do leitor",,72,109,,,,"Outubro/1981"
"Curso de eletrônica - lição 55",,75,109,,,,"Outubro/1981"
"Equali-Car - Equalizador Gráfico para o Carro",,2,110,,,,"Novembro/1981"
"Aplicações Típicas do Amplificador Operacional (parte 2)",,14,110,,,,"Novembro/1981"
"Chave Eletrônica Digital",,27,110,,,,"Novembro/1981"
"Porteiro Eletrônico Transistorizado",,34,110,,,,"Novembro/1981"
"Detector de Escape de Calor",,44,110,,,,"Novembro/1981"
"Pontes de MkkkkEdição",,50,110,,,,"Novembro/1981"
"Como Usar Led's",,54,110,,,,"Novembro/1981"
"Seção do leitor",,60,110,,,,"Novembro/1981"
"Rádio Controle",,65,110,,,,"Novembro/1981"
"Curso de eletrônica 56",,72,110,,,,"Novembro/1981"
"Ignição Eletrônica",,2,111,,,,"Dezembro/1981"
"Infinisom - Efeitos Sonoros para Você",,17,111,,,,"Dezembro/1981"
"Aplicações Típicas do Amplificador Operacional (conclusão)",,27,111,,,,"Dezembro/1981"
"Monte um Pirógrafo Eletrônico",,40,111,,,,"Dezembro/1981"
"Foto-Sensor de Múltiplas Aplicações",,50,111,,,,"Dezembro/1981"
"Luz de Cortesia,Prolongada,para o Carro",,56,111,,,,"Dezembro/1981"
"Seção do leitor",,65,111,,,,"Dezembro/1981"
"Curso de eletrônica - Relação dos participantes da Avaliação III",,71,111,,,,"Dezembro/1981"
"Tono-Mixer",,2,112,,,,"Janeiro/1982"
"Super Sequencial Expansível de 'n' Canais",,14,112,,,,"Janeiro/1982"
"Faça do se Ultímetro um eficiente Capacímetro",,30,112,,,,"Janeiro/1982"
"Rádio Controle",,45,112,,,,"Janeiro/1982"
"Vari-Cor- Sistema Alternante de Iluminação Colorida",,50,112,,,,"Janeiro/1982"
"Seção do leitor",,60,112,,,,"Janeiro/1982"
"Lig-Alerta - Um Dispositivo para Motoristas Distraídos",,65,112,,,,"Janeiro/1982"
"Curso de eletrônica - lição 57",,72,112,,,,"Janeiro/1982"
"Receptorzinho de FM",,3,113,,,,"Fevereiro/1982"
"Caça Níqueis Eletrônico",,4,113,,,,"Fevereiro/1982"
"Fonte de Alta Tensão",,5,113,,,,"Fevereiro/1982"
"Intercomunicador Integrado",,6,113,,,,"Fevereiro/1982"
"Despertador Solar",,7,113,,,,"Fevereiro/1982"
"Pisca-Pisca de Potência",,10,113,,,,"Fevereiro/1982"
"Pisca-Neon Simples",,11,113,,,,"Fevereiro/1982"
"Alarme para Postas e Janelas",,12,113,,,,"Fevereiro/1982"
"Sequencial Ritmica",,13,113,,,,"Fevereiro/1982"
"Foto Controle",,14,113,,,,"Fevereiro/1982"
"Micro-Rádio",,15,113,,,,"Fevereiro/1982"
"Simples Amplificador de 3 W",,15,113,,,,"Fevereiro/1982"
"Desarme a Bomba",,18,113,,,,"Fevereiro/1982"
"Palavras Cruzadas",,19,113,,,,"Fevereiro/1982"
"Fonte Variável",,20,113,,,,"Fevereiro/1982"
"Indicador de Equilíbrio para Aparelhos de Som",,21,113,,,,"Fevereiro/1982"
"Labirinto Eletrônico",,22,113,,,,"Fevereiro/1982"
"Oscilador para Prática de Telegrafia",,23,113,,,,"Fevereiro/1982"
"Mini-Mixer",,26,113,,,,"Fevereiro/1982"
"Circuitos para Caixas Acústicas",,26,113,,,,"Fevereiro/1982"
"Simples Transmissor de FM",,27,113,,,,"Fevereiro/1982"
"Tiro-ao-alvo Eletrônico",,28,113,,,,"Fevereiro/1982"
"Proteção de Fontes de Alimentação",,29,113,,,,"Fevereiro/1982"
"Identificação de Código de Cores",,30,113,,,,"Fevereiro/1982"
"Detector de Mentiras",,31,113,,,,"Fevereiro/1982"
"Ponta de Prova CA",,34,113,,,,"Fevereiro/1982"
"Oscilador de Chamada",,34,113,,,,"Fevereiro/1982"
"Rádio AM Integrado",,35,113,,,,"Fevereiro/1982"
"Micro Amplificador de Prova",,36,113,,,,"Fevereiro/1982"
"Rapidomat",,37,113,,,,"Fevereiro/1982"
"Injetor de Sinais",,39,113,,,,"Fevereiro/1982"
"Micro Seguidor de Sinais",,42,113,,,,"Fevereiro/1982"
"Conversor de Ondas Senoidais para Quadradas",,42,113,,,,"Fevereiro/1982"
"Órgão de Múltiplos Efeitos",,43,113,,,,"Fevereiro/1982"
"Rádio Solar Experimental",,44,113,,,,"Fevereiro/1982"
"Luzcolor's",,45,113,,,,"Fevereiro/1982"
"Controle Remoto para Walk-Talkie",,47,113,,,,"Fevereiro/1982"
"Indicador de Tensão",,50,113,,,,"Fevereiro/1982"
"Luz Estroboscópica com Controle Passo-a-Passo",,51,113,,,,"Fevereiro/1982"
"Alarme Temporizado para o Carro",,53,113,,,,"Fevereiro/1982"
"Ritmã - Luz Rítmica",,54,113,,,,"Fevereiro/1982"
"Sirene de 2 Tons",,55,113,,,,"Fevereiro/1982"
"Inversor Programável de Sinais Estereofônicos",,57,113,,,,"Fevereiro/1982"
"Simples Led Rítmico",,58,113,,,,"Fevereiro/1982"
"Transmissor de AM",,59,113,,,,"Fevereiro/1982"
"Sequencial de 12V",,60,113,,,,"Fevereiro/1982"
"Amplificador de 1W",,61,113,,,,"Fevereiro/1982"
"Micro Laboratório de Experiências",,62,113,,,,"Fevereiro/1982"
"Foto-Comunicador Espacial",,65,113,,,,"Fevereiro/1982"
"Ìnterruptor de Toque",,66,113,,,,"Fevereiro/1982"
"VU de Led's",,67,113,,,,"Fevereiro/1982"
"Curso de eletrônica - lição 58",,69,113,,,,"Fevereiro/1982"
"Trans-Estéreo - Seu Rádio AM/FM Transformado num Sintonizador Estéreo",,2,114,,,,"Março/1982"
"Construíndo um Vox Control",,16,114,,,,"Março/1982"
"Alarme de Subtensão",,25,114,,,,"Março/1982"
"A vaca Eletrônica",,30,114,,,,"Março/1982"
"Estimulador Magnético de Plantas",,36,114,,,,"Março/1982"
"Telecomunicações: 'O Famigerado Impulso' ou Como Funciona e o Porque da mediçao local",,44,114,,,,"Março/1982"
"Multiteste para o Integrado 555",,50,114,,,,"Março/1982"
"Seção do leitor",,54,114,,,,"Março/1982"
"Conheça Alguns Circuitos Reguladores de Tensão",,58,114,,,,"Março/1982"
"Sirene CMOS Modulada",,65,114,,,,"Março/1982"
"Curso de eletrônica - lição 59",,70,114,,,,"Março/1982"
"Caixinha de Música Eletrônica",,2,115,,,,"Abril/1982"
"Telecomunicações: Conhecendo a Bobina Híbrida (parte 1)",,13,115,,,,"Abril/1982"
"Gerador Programável de Pulsos",,20,115,,,,"Abril/1982"
"Placas de Circuito Impresso",,27,115,,,,"Abril/1982"
"Guarda Eletrônico",,34,115,,,,"Abril/1982"
"Jogo do Tira",,44,115,,,,"Abril/1982"
"2 Montagens Simples CMOS",,52,115,,,,"Abril/1982"
"Controle de Velocidade para Furadeiras de 12V",,58,115,,,,"Abril/1982"
"Rádio Controle",,65,115,,,,"Abril/1982"
"Seção do leitor",,69,115,,,,"Abril/1982"
